date,shared_plan_energy_kwh,shared_plan_cost_yuan,analytical_emergency_energy_kwh,analytical_emergency_cost_yuan,analytical_total_cost_yuan,dp_emergency_energy_kwh,dp_emergency_cost_yuan,dp_total_cost_yuan,dp_saving_yuan,dp_saving_rate_percent
2025-02-23,77731.88954345831,48303.45187196629,0.0,0.0,48303.45187196629,0.0,0.0,48303.45187196629,0.0,0.0
2025-02-24,76807.75455326315,47684.49668060322,0.0,0.0,47684.49668060322,0.0,0.0,47684.49668060322,0.0,0.0
2025-02-25,75012.96300082633,46399.305399864425,6.097362571322492,26.703399381106856,46426.00879924553,6.097362571322378,26.703399381106358,46426.00879924553,0.0,0.0
2025-02-26,71596.78192026523,44255.624559233096,992.4436290231234,6787.46629747521,51043.09085670831,992.4436290231224,5236.39015150571,49492.014710738804,1551.076145969506,3.0387582725422995
2025-02-27,72893.55615775619,44879.927997953826,651.7295914765867,3148.571852519779,48028.49985047361,651.7295914765867,3148.571852519779,48028.49985047361,0.0,0.0
2025-02-28,33825.646077030826,17474.88840545335,0.0,0.0,17474.88840545335,0.0,0.0,17474.88840545335,0.0,0.0
2025-03-01,33478.95304903689,17305.032676722596,0.0,0.0,17305.032676722596,0.0,0.0,17305.032676722596,0.0,0.0
2025-03-02,75954.43546179368,47148.73090193253,1746.8000295309762,11821.551899522205,58970.28280145474,2701.987411820857,13842.936839907095,60991.66774183963,-2021.3849403848872,-3.4278026903663097
2025-03-03,77072.01045154787,47730.09187299176,0.0,0.0,47730.09187299176,51.18229203964874,234.4176562384081,47964.50952923017,-234.4176562384091,-0.49113179346519376
2025-03-04,77912.36767989906,48468.85014212467,0.0,0.0,48468.85014212467,0.0,0.0,48468.85014212467,0.0,0.0
2025-03-05,76069.17695510779,47095.841981449616,0.0,0.0,47095.841981449616,0.0,0.0,47095.841981449616,0.0,0.0
2025-03-06,73341.58818207923,45223.075672620194,0.0,0.0,45223.075672620194,0.0,0.0,45223.075672620194,0.0,0.0
2025-03-07,32608.314697019698,16899.029894875795,0.0,0.0,16899.029894875795,0.0,0.0,16899.029894875795,0.0,0.0
2025-03-08,31197.423344494935,16217.328207888833,305.76897975196965,1169.974415337028,17387.30262322586,305.76897975196954,1160.7130381454126,17378.041246034245,9.261377191614883,0.05326517512407927
2025-03-09,70647.79561195883,43359.173231999346,0.0,0.0,43359.173231999346,0.0,0.0,43359.173231999346,0.0,0.0
2025-03-10,69508.33419687659,42695.725668365485,1940.025002305219,13096.994599451154,55792.720267816636,1940.0250023052206,11811.154953141715,54506.880621507196,1285.8396463094396,2.3046727962665066
